Unique ID,PostedTime,Lat,Long,SaleType,HouseType,Address,Verified,LoanVerified,Price,Negotiable,Area,Measure,MonthlyEMI,Bedrooms,Bathrooms,FloorType,Balconies,ShortAddress,Bldgtype,Age,OwnedBy,Maintanance,FloorType2,Area2,Furnished,Facing,FloorOn,Parking,PowerBackup,WaterSupply,propid,
5776,"Mar 19, 2018 2:45:56 PM",19.1125105,72.8489038,Resale,"3 BHK for sale,
Royal Court","Royal Court, Andheri East, Mumbai",Pre-verified,Loan Verified,4.5 Crores,Negotiable,"1,800",Sq.Ft,3.5 Lacs/Month,3 bedrooms,3 Baths,Marble/Granite,1 Balcony,Royal Court,Apartment,1-3 years old,Self Owned,5.6 per sq.ft/m,Marble/Granite,"1,800 sq.ft",Unfurnished,North-East,Floor 7 / 9,Bike and Car,NA,Both,ff808181621e1ded01621f1d1915778a,
5777,"Mar 19, 2018 2:14:29 PM",19.07356233,72.87861731,Resale,"1 BHK for sale,
Independent house","Independent House, Lal Bahadur Shastri Rd, Near To Sai ...",Pre-verified,Loan Verified,43 Lacs,Negotiable,425,Sq.Ft,33.42 K/Month,1 bedrooms,2 Baths,Vitrified Tiles,1 Balcony,Independent house,Independent House/Villa,5-10 years old,Self Owned,0.0 per sq.ft/m,Vitrified Tiles,425 sq.ft,Semi,East,Floor 1 / 1,Bike,NA,Corporation,ff80818162392de701623932639701d6,
5778,"Mar 19, 2018 12:35:15 PM",19.1813528,72.9490216,Resale,"3 BHK for sale,
Tridev Apartments","Tridev Apartments, Bhakti Marg, Near Balrajeshwar Templ ...",Pre-verified,Loan Verified,3.5 Crores,Negotiable,"1,540",Sq.Ft,2.72 Lacs/Month,3 bedrooms,3 Baths,Vitrified Tiles,0 Balconies,Tridev Apartments,Apartment,>10 years old,Self Owned,4.9 per sq.ft/m,Vitrified Tiles,"1,540 sq.ft",Unfurnished,South,Floor 14 / 15,Bike and Car,NA,Both,ff808181622f1092016237c440293ef8,
5779,"Mar 19, 2018 12:34:49 PM",19.06544746,72.83103827,Resale,"3 BHK for sale,
Boon","Boon, Linking Road, Near Mini Punjab",Pre-verified,Loan Verified,5 Crores,Negotiable,793,Sq.Ft,3.89 Lacs/Month,3 bedrooms,2 Baths,Vitrified Tiles,0 Balconies,Boon,Apartment,>10 years old,Self Owned,1.3 per sq.ft/m,Vitrified Tiles,793 sq.ft,Full,North,Floor 3 / 3,Bike and Car,NA,Both,ff808181622f10920162387585cf2e44,
5780,"Mar 19, 2018 12:29:03 PM",19.2148438,72.84666745,Resale,"2 BHK for sale,
Sita Sadan","Sita Sadan, Mahavir Nagar, Near Gokul",Pre-verified,Loan Verified,2.25 Crores,Negotiable,"1,250",Sq.Ft,1.75 Lacs/Month,2 bedrooms,2 Baths,Vitrified Tiles,3 Balconies,Sita Sadan,Apartment,>10 years old,Self Owned,3.0 per sq.ft/m,Vitrified Tiles,"1,250 sq.ft",Full,NA,Floor 1 / 16,Bike and Car,NA,Both,ff808181622f109201623853d34718c4,
5781,NA,19.13833275,72.87027311,Resale,"1 BHK for sale,
Dholakia Apartment","Dholakia Apartment, Poonam Nagar ,vallabhai Patel Rd Ne ...",Pre-verified,Loan Verified,1 Crore,Negotiable,515,Sq.Ft,77.73 K/Month,Estimated EMI,Mosaic,Mosaic,Immediately,Dholakia Apartment,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff808181622f0e42016232f427420bec,
5782,NA,19.18209457,72.83658696,Resale,"1 BHK for sale,
HDIL Dheeraj Sagar","Hdil Dheeraj Sagar, Malad (west) , Mumbai",Pre-verified,Loan Verified,1.1 Crores,Negotiable,550,Sq.Ft,85.5 K/Month,Estimated EMI,Marble/Granite,Marble/Granite,Immediately,HDIL Dheeraj Sagar,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff80818162492f2401624ab3055c401b,
5783,NA,19.2519424,72.8706557,Resale,"1 BHK for sale,
Harsh Niketan","Harsh Niketan, Dahisar East, Mumbai",Pre-verified,Loan Verified,70 Lacs,Negotiable,600,Sq.Ft,54.41 K/Month,Estimated EMI,Vitrified Tiles,Vitrified Tiles,Immediately,Harsh Niketan,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff808181622f109201623525988c65ab,
5784,NA,19.20310487,72.85504845,Resale,"2 BHK for sale,
Shilpkar building","Shilpkar Building, Arya Chanakya Nagar Road, Near Kalpa ...",Pre-verified,Loan Verified,1.4 Crores,Negotiable,600,Sq.Ft,1.09 Lacs/Month,Estimated EMI,Vitrified Tiles,Vitrified Tiles,Immediately,Shilpkar building,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff8081816205b849016205e41b520bf7,
5785,"Mar 18, 2018 10:01:23 PM",19.1304379,72.82168794,Resale,"1 BHK for sale,
huma chs","Huma Chs, Jp Road Near Kotak Mahindra Bank",Pre-verified,Loan Verified,1.5 Crores,Negotiable,500,Sq.Ft,1.17 Lacs/Month,1 bedrooms,2 Baths,Vitrified Tiles,0 Balconies,huma chs,Apartment,>10 years old,Self Owned,6.0 per sq.ft/m,Vitrified Tiles,500 sq.ft,Unfurnished,NA,Floor 2 / 5,Bike and Car,NA,Both,ff8081815fa522c2015fa5df611161ab,
5786,"Mar 21, 2018 6:03:07 PM",18.95977293,72.83358061,Resale,"1 BHK for sale,
Baitul Amaan Co Operativ","Baitul Amaan Co Operative Housing Society, Imamwada Roa ...",Pre-verified,Loan Verified,95 Lacs,Non-negotiable,450,Sq.Ft,73.84 K/Month,1 bedrooms,1 Bath,Marble/Granite,3 Balconies,Baitul Amaan Co Ope,Apartment,1-3 years old,Self Owned,1.1 per sq.ft/m,Marble/Granite,450 sq.ft,Unfurnished,North,Floor 15 / 24,None,Full,Corporation,ff808181624737490162482a6bae137c,
5787,"Mar 18, 2018 5:51:58 PM",19.06360093,72.90366378,Resale,"1 BHK for sale,
vardhana heights","Vardhana Heights, Jyothi Nagar , Near Shankaralaya Temple",Pre-verified,Loan Verified,70 Lacs,Negotiable,417,Sq.Ft,54.41 K/Month,1 bedrooms,2 Baths,Vitrified Tiles,0 Balconies,vardhana heights,Apartment,Under Construction,Self Owned,4.8 per sq.ft/m,Vitrified Tiles,417 sq.ft,Unfurnished,North,Floor 1 / 17,Bike and Car,NA,Both,ff808181620e66fb01620e8c55ea0f70,
5788,"Mar 18, 2018 5:46:54 PM",19.12956071,72.93233737,Resale,"2 BHK for sale,
standalone building","Standalone Building, Nehru Nagar, Near Shiv Sagar Bhojnalay",Pre-verified,Loan Verified,1.8 Crores,Negotiable,676,Sq.Ft,1.4 Lacs/Month,2 bedrooms,1 Bath,Marble/Granite,1 Balcony,standalone building,Independent Floor/Builder Floor,Under Construction,Self Owned,0.0 per sq.ft/m,Marble/Granite,676 sq.ft,Unfurnished,South-East,Floor 6 / 25,Bike and Car,NA,Both,ff808181620e66fb01620e79e0e40768,
5789,"Mar 18, 2018 5:23:52 PM",18.94932307,72.80112457,Resale,"4+ BHK for sale,
Rockside","Rockside, Walkeshwar Road Near Consulate General Of Af ...",Pre-verified,Loan Verified,26 Crores,Negotiable,"4,100",Sq.Ft,20.21 Lacs/Month,4+ bedrooms,4 Baths,Vitrified Tiles,1 Balcony,Rockside,Apartment,>10 years old,Self Owned,0.7 per sq.ft/m,Vitrified Tiles,"4,100 sq.ft",Full,South,Floor 4 / 6,Bike and Car,Full,Corporation,ff8081815c5caf88015c5dc52ca62e04,
5790,"Mar 18, 2018 4:59:26 PM",19.00931155,72.83593376,Resale,"1 RK for sale,
Dr Babasaheb Ambedkar Na","Dr Babasaheb Ambedkar Nagar Chs, Balshet Madurkar Marg, ...",Pre-verified,Loan Verified,55 Lacs,Negotiable,300,Sq.Ft,42.75 K/Month,1 bedrooms,1 Bath,Vitrified Tiles,0 Balconies,Dr Babasaheb Ambedk,Apartment,5-10 years old,Self Owned,0.0 per sq.ft/m,Vitrified Tiles,300 sq.ft,Full,North,Floor 9 / 14,Bike and Car,NA,Both,ff808181622ddf9901622e7eb1c646d5,
5791,"Mar 21, 2018 3:11:35 PM",19.23035217,72.84778297,Resale,"1 RK for sale,
Prasanna Jeevan Society","Prasanna Jeevan Society, Eksar Rd Near The Veg Treat Royale",Pre-verified,Loan Verified,91 Lacs,Negotiable,355,Sq.Ft,70.74 K/Month,1 bedrooms,1 Bath,Vitrified Tiles,0 Balconies,Prasanna Jeevan Soc,Apartment,>10 years old,Self Owned,1.4 per sq.ft/m,Vitrified Tiles,355 sq.ft,Unfurnished,North,Floor 3 / 4,Bike and Car,NA,Corporation,ff808181623e39b501623e4c5b280634,
5792,"Mar 18, 2018 3:02:49 PM",19.1690234,72.8812157,Resale,"1 RK for sale,
Mantri Park","Mantri Park, Igidr, Dindoshi, Near Harmony Society - B ...",Pre-verified,Loan Verified,55 Lacs,Negotiable,320,Sq.Ft,42.75 K/Month,1 bedrooms,1 Bath,Vitrified Tiles,0 Balconies,Mantri Park,Apartment,5-10 years old,Self Owned,3.1 per sq.ft/m,Vitrified Tiles,320 sq.ft,Semi,East,Floor 3 / 7,Bike,NA,Corporation,ff808181622f11e901622f290f80047d,
5793,"Aug 4, 2018 1:32:12 PM",19.05220621,72.82535209,Resale,"1 BHK for sale,
Louisa belle","Louisa Belle, Hill Road Near Mehboob Studios",Pre-verified,Loan Verified,85 Lacs,Non-negotiable,400,Sq.Ft,66.07 K/Month,1 bedrooms,1 Bath,Marble/Granite,0 Balconies,Louisa belle,Apartment,>10 years old,Self Owned,2.0 per sq.ft/m,Marble/Granite,400 sq.ft,Semi,NA,Floor 2 / 2,Bike and Car,NA,Corporation,ff808181622f1092016232510fbf6759,
5794,"Mar 18, 2018 2:54:13 PM",19.12704442,72.85771754,Resale,"1 RK for sale,
Apna Ghar Society","Apna Ghar Society, Manish Park, Near Anukul Society",Pre-verified,Loan Verified,75 Lacs,Negotiable,300,Sq.Ft,58.3 K/Month,1 bedrooms,1 Bath,Marble/Granite,0 Balconies,Apna Ghar Society,Apartment,>10 years old,Self Owned,7.3 per sq.ft/m,Marble/Granite,300 sq.ft,Full,East,Floor 6 / 6,Bike,NA,Both,ff808181622f10920162329d62c71674,
5795,"Mar 18, 2018 2:35:16 PM",19.14332742,72.80932847,Resale,"2 BHK for sale,
ELITA TOWERS","Elita Towers, Versova , Near Our Lady Of Health Church",Pre-verified,Loan Verified,12 Crores,Negotiable,"1,722",Sq.Ft,9.33 Lacs/Month,2 bedrooms,3 Baths,Vitrified Tiles,4 Balconies,ELITA TOWERS,Apartment,Newly Constructed,Self Owned,0.0 per sq.ft/m,Vitrified Tiles,"1,722 sq.ft",Unfurnished,East,Floor 6 / 10,Bike and Car,NA,Both,ff808181622f1092016232c8f4aa35f9,
5796,"Mar 18, 2018 2:17:16 PM",19.16938013,72.84661933,Resale,"1 BHK for sale,
Goodluck Chs","Goodluck Chs, Piramal Nagar, Near Mahindra Gardens",Pre-verified,Loan Verified,98 Lacs,Negotiable,525,Sq.Ft,76.18 K/Month,1 bedrooms,1 Bath,Marble/Granite,0 Balconies,Goodluck Chs,Apartment,>10 years old,Self Owned,2.9 per sq.ft/m,Marble/Granite,525 sq.ft,Semi,North-East,Floor 2 / 4,Bike and Car,NA,Both,ff808181622f1092016232ba97212ae4,
5797,"Mar 18, 2018 2:11:21 PM",19.1171969,72.925809,Resale,"1 RK for sale,
Hill View Tower","Hill View Tower, Vikhroli, Mumbai",Pre-verified,Loan Verified,60 Lacs,Negotiable,430,Sq.Ft,46.64 K/Month,1 bedrooms,1 Bath,Vitrified Tiles,0 Balconies,Hill View Tower,Apartment,>10 years old,Self Owned,4.7 per sq.ft/m,Vitrified Tiles,430 sq.ft,Unfurnished,East,Floor 2 / 7,Bike and Car,NA,Corporation,ff808181622f1092016232cd5ec639a1,
5798,"Mar 21, 2018 2:03:15 PM",19.03919748,72.84099332,Resale,"2 BHK for sale,
Homestead Premises","Homestead Premises, Balamiya Lane. Next To Anjuman Isla ...",Pre-verified,Loan Verified,2.6 Crores,Negotiable,"1,000",Sq.Ft,2.02 Lacs/Month,2 bedrooms,2 Baths,Mosaic,0 Balconies,Homestead Premises,Apartment,>10 years old,Self Owned,3.6 per sq.ft/m,Mosaic,"1,000 sq.ft",Unfurnished,West,Floor 4 / 7,Bike and Car,None,Corporation,ff80818161dcd0ef0161dfc298913d12,
5799,"Mar 18, 2018 1:52:41 PM",19.2573194,72.8557711,Resale,"1 BHK for sale,
River View","River View, Near Dahisar Bridge, Kandar Pada, Dahisar W ...",Pre-verified,Loan Verified,75 Lacs,Negotiable,600,Sq.Ft,58.3 K/Month,1 bedrooms,1 Bath,Vitrified Tiles,0 Balconies,River View,Apartment,>10 years old,Self Owned,0.9 per sq.ft/m,Vitrified Tiles,600 sq.ft,Semi,West,Floor 1 / 4,Bike and Car,NA,Corporation,ff808181622f10920162331b7ccc6f85,
5800,"Mar 18, 2018 1:31:42 PM",18.95391591,72.79561207,Resale,"2 BHK for sale,
Sagar Kunj","Sagar Kunj, Nepean Sea Road Near Dariya Mahal A",Pre-verified,Loan Verified,5 Crores,Negotiable,"1,000",Sq.Ft,3.89 Lacs/Month,2 bedrooms,2 Baths,Vitrified Tiles,1 Balcony,Sagar Kunj,Apartment,>10 years old,Self Owned,4.0 per sq.ft/m,Vitrified Tiles,"1,000 sq.ft",Semi,East,Floor 6 / 10,None,NA,Both,ff808181622f109201623321edd873b8,
5801,"Mar 18, 2018 1:30:45 PM",19.11687279,72.92668152,Resale,"2 BHK for sale,
Raj Legacy II","Raj Legacy Ii, Vikhroli, Mumbai",Pre-verified,Loan Verified,2.07 Crores,Non-negotiable,"1,050",Sq.Ft,1.61 Lacs/Month,2 bedrooms,2 Baths,Vitrified Tiles,3 Balconies,Raj Legacy II,Apartment,3-5 years old,Self Owned,6.7 per sq.ft/m,Vitrified Tiles,"1,050 sq.ft",Unfurnished,West,Floor 16 / 20,Bike and Car,NA,Both,ff808181622f10920162332401c77516,
5802,"Mar 18, 2018 1:28:09 PM",19.02452146,72.84037003,Resale,"3 BHK for sale,
Matoshree Tower","Matoshree Tower, Nc Kelkar Road, Near Shiv Sena Headqua ...",Pre-verified,Loan Verified,4.15 Crores,Negotiable,"1,190",Sq.Ft,3.23 Lacs/Month,3 bedrooms,2 Baths,Vitrified Tiles,2 Balconies,Matoshree Tower,Apartment,>10 years old,Self Owned,5.0 per sq.ft/m,Vitrified Tiles,"1,190 sq.ft",Full,East,Floor 4 / 11,None,NA,Both,ff808181622f109201623334b5e27f2e,
5803,"Mar 18, 2018 1:20:44 PM",19.0091166,72.8344668,Resale,"2 BHK for sale,
Indiabulls Sky","Indiabulls Sky, Senapati Bapat Marg, Near Lower Parel, ...",Pre-verified,Loan Verified,5 Crores,Negotiable,"1,800",Sq.Ft,3.89 Lacs/Month,2 bedrooms,3 Baths,Vitrified Tiles,0 Balconies,Indiabulls Sky,Apartment,Under Construction,Self Owned,0.0 per sq.ft/m,Vitrified Tiles,"1,800 sq.ft",Unfurnished,West,Floor 31 / 51,Bike and Car,NA,Corporation,ff808181621ac8a501621dea32f56523,
5804,"Mar 21, 2018 12:53:29 PM",19.17407703,72.96199007,Resale,"3 BHK for sale,
undisclosed apartment","Undisclosed Apartment, Gavanpada,near Bharat Co-operati ...",Pre-verified,Loan Verified,1.95 Crores,Negotiable,"1,090",Sq.Ft,1.52 Lacs/Month,3 bedrooms,2 Baths,Vitrified Tiles,0 Balconies,undisclosed apartme,Apartment,>10 years old,Self Owned,1.7 per sq.ft/m,Vitrified Tiles,"1,090 sq.ft",Unfurnished,South,Floor 2 / 7,Bike and Car,NA,Both,ff80818162395c4d01623c8bcada676e,
5805,"Mar 18, 2018 12:43:35 PM",19.1044478,72.85937268,Resale,"2 BHK for sale,
baman vihar chs","Baman Vihar Chs, Chakala Cigarette Factory,near Highway ...",Pre-verified,Loan Verified,1.45 Crores,Negotiable,788,Sq.Ft,1.13 Lacs/Month,2 bedrooms,2 Baths,Vitrified Tiles,0 Balconies,baman vihar chs,Apartment,>10 years old,Self Owned,2.2 per sq.ft/m,Vitrified Tiles,788 sq.ft,Semi,North,Floor 2 / 3,Bike and Car,NA,Both,ff808181622f1092016233b53e0556d4,
