Unique ID,PostedTime,Lat,Long,SaleType,HouseType,Address,Verified,LoanVerified,Price,Negotiable,Area,Measure,MonthlyEMI,Bedrooms,Bathrooms,FloorType,Balconies,ShortAddress,Bldgtype,Age,OwnedBy,Maintanance,FloorType2,Area2,Furnished,Facing,FloorOn,Parking,PowerBackup,WaterSupply,propid,
5706,"Mar 25, 2018 12:46:00 PM",19.06243375,72.87694659,Resale,"1 RK for sale,
Sahera Bi Apartment","Sahera Bi Apartment, Qureshi Nagar Near Masjid Jamiat U ...",Pre-verified,Loan Verified,14 Lacs,Non-negotiable,250,Sq.Ft,10.88 K/Month,1 bedrooms,1 Bath,Vitrified Tiles,1 Balcony,Sahera Bi Apartment,Apartment,>10 years old,Self Owned,1.2 per sq.ft/m,Vitrified Tiles,250 sq.ft,Unfurnished,East,Floor 2 / 3,None,NA,Both,ff8081816253811501625bbf7f5f5d21,
5707,"Mar 22, 2018 12:34:05 PM",19.08840542,72.83459053,Resale,"1 RK for sale,
shastri nagar","Shastri Nagar, Khira Nagar, Near Shastri Nagar Mandir",Pre-verified,Loan Verified,62 Lacs,Negotiable,250,Sq.Ft,48.19 K/Month,1 bedrooms,1 Bath,Marble/Granite,0 Balconies,shastri nagar,Apartment,>10 years old,Self Owned,0.4 per sq.ft/m,Marble/Granite,250 sq.ft,Unfurnished,West,Floor 0 / 3,Bike and Car,NA,Corporation,ff80818161b7aabf0161b804de0a31c4,
5708,NA,19.1752243,72.83905029,Resale,"1 BHK for sale,
Blue Elegance","Blue Elegance, Malad West, Mumbai",Pre-verified,Loan Verified,1.09 Crores,Negotiable,665,Sq.Ft,84.73 K/Month,Estimated EMI,Vitrified Tiles,Vitrified Tiles,Immediately,Blue Elegance,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff8081816247374901624787bbcb2a8f,
5709,NA,19.15416443,72.85490668,Resale,"2 BHK for sale,
Lodha Fiorenza","Lodha Fiorenza, Adarsh Nagar,aarey Colony, Near Parking ...",Pre-verified,Loan Verified,2.7 Crores,Non-negotiable,"1,265",Sq.Ft,2.1 Lacs/Month,Estimated EMI,Vitrified Tiles,Vitrified Tiles,Immediately,Lodha Fiorenza,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff808181624737490162476349b8177d,
5710,NA,19.11762024,72.86809683,Resale,"1 RK for sale,
Standalone Building","Standalone Building, Krantiveer Lakhuji Near Midc Polic ...",Pre-verified,Loan Verified,22.2 Lacs,Non-negotiable,100,Sq.Ft,17.26 K/Month,Estimated EMI,Cement,Cement,Immediately,Standalone Building,Independent Floor/Builder Floor,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff808181620029c60162003475b5050e,
5711,NA,19.19043141,72.8569262,Resale,"1 BHK for sale,
sai palace","Sai Palace, Rd Number 4, Malkani Estate Near St.joseph' ...",Pre-verified,Loan Verified,1.1 Crores,Negotiable,720,Sq.Ft,85.5 K/Month,Estimated EMI,Vitrified Tiles,Vitrified Tiles,Immediately,sai palace,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff80818162473749016247fe7ac377df,
5712,NA,19.13169255,72.88757623,Resale,"1 RK for sale,
dattu bhuvan","Dattu Bhuvan, Aarey Rd Ganesh Nagar Near Aarey Om Temple",Pre-verified,Loan Verified,7 Lacs,Negotiable,300,Sq.Ft,5.44 K/Month,Estimated EMI,Vitrified Tiles,Vitrified Tiles,Immediately,dattu bhuvan,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff808181624737490162486e3b2741db,
5713,NA,19.1293195,72.8277173,Resale,"3 BHK for sale,
Adani Western Heights An","Adani Western Heights Andheri, 4 Bungalows, Andheri Wes ...",Pre-verified,Loan Verified,4.6 Crores,Negotiable,"1,703",Sq.Ft,3.58 Lacs/Month,Estimated EMI,Vitrified Tiles,Vitrified Tiles,Immediately,Adani Western Heigh,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff80818162473749016248a1e79a664f,
5714,NA,19.17228577,72.9515891,Resale,"2 BHK for sale,
Neela Apartment","Neela Apartment, Rhb Rd, Vidya Vihar, Near The Karur Vy ...",Pre-verified,Loan Verified,1.5 Crores,Negotiable,700,Sq.Ft,1.17 Lacs/Month,Estimated EMI,Cement,Cement,Immediately,Neela Apartment,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff80818162344601016235104ca029e5,
5715,"Mar 21, 2018 11:03:23 PM",19.19073424,72.83487254,Resale,"3 BHK for sale,
Standalone building","Standalone Building, Evershine Nagar, Near Tim Service ...",Pre-verified,Loan Verified,35 Lacs,Negotiable,"1,000",Sq.Ft,27.21 K/Month,3 bedrooms,3 Baths,Vitrified Tiles,1 Balcony,Standalone building,Independent Floor/Builder Floor,5-10 years old,Self Owned,0.0 per sq.ft/m,Vitrified Tiles,"1,000 sq.ft",Semi,NA,Floor 0 / 2,Bike,NA,Borewell,ff808181623daa9701623df303691773,
5716,"Mar 21, 2018 9:37:00 PM",19.06884557,72.83901496,Resale,"2 BHK for sale,
Ajanta building","Ajanta Building, 3rd Road, Near Railway Station",Pre-verified,Loan Verified,3.25 Crores,Negotiable,700,Sq.Ft,2.53 Lacs/Month,2 bedrooms,2 Baths,Mosaic,0 Balconies,Ajanta building,Apartment,>10 years old,Self Owned,1.1 per sq.ft/m,Mosaic,700 sq.ft,Semi,North,Floor 2 / 3,Bike and Car,Full,Corporation,ff80818161c29de30161c7b3a2946e4a,
5717,"Mar 21, 2018 7:19:36 PM",19.01572609,72.84486389,Resale,"2 BHK for sale,
Shatrunjay Tower","Shatrunjay Tower, Dadar, Mumbai",Pre-verified,Loan Verified,3.2 Crores,Negotiable,950,Sq.Ft,2.49 Lacs/Month,2 bedrooms,2 Baths,Vitrified Tiles,0 Balconies,Shatrunjay Tower,Apartment,>10 years old,Self Owned,7.4 per sq.ft/m,Vitrified Tiles,950 sq.ft,Full,South-East,Floor 3 / 13,Car,NA,Both,ff8081816135ff3e01613b0681994b90,
5718,"Mar 21, 2018 6:48:34 PM",19.04094368,72.84120402,Resale,"2 BHK for sale,
Ignes","Ignes, 1st Lj Cross Rd, Near The Living Room",Pre-verified,Loan Verified,3.75 Crores,Negotiable,"1,075",Sq.Ft,2.91 Lacs/Month,2 bedrooms,3 Baths,Marble/Granite,2 Balconies,Ignes,Apartment,>10 years old,Self Owned,5.6 per sq.ft/m,Marble/Granite,"1,075 sq.ft",Semi,West,Floor 6 / 7,None,Full,Both,ff808181622f109201623868aa4626ed,
5719,"Mar 21, 2018 5:57:05 PM",19.2027986,72.8350073,Resale,"3 BHK for sale,
Sai Dham Tower","Sai Dham Tower, New Link Road, Kandivali",Pre-verified,Loan Verified,2.5 Crores,Negotiable,"1,650",Sq.Ft,1.94 Lacs/Month,3 bedrooms,3 Baths,Vitrified Tiles,4 Balconies,Sai Dham Tower,Apartment,3-5 years old,Self Owned,4.8 per sq.ft/m,Vitrified Tiles,"1,650 sq.ft",Unfurnished,NA,Floor 10 / 18,Bike and Car,NA,Corporation,ff808181624737490162484ecb2a2d6c,
5720,"Mar 21, 2018 5:19:43 PM",19.21782643,72.85196214,Resale,"2 BHK for sale,
un disclosed","Un Disclosed, Dattani Nagar , Near Vijay Sales",Pre-verified,Loan Verified,1.55 Crores,Negotiable,650,Sq.Ft,1.2 Lacs/Month,2 bedrooms,2 Baths,Vitrified Tiles,0 Balconies,un disclosed,Apartment,>10 years old,Self Owned,4.2 per sq.ft/m,Vitrified Tiles,650 sq.ft,Unfurnished,East,Floor 6 / 7,Bike and Car,NA,Both,ff808181623920dd0162392c7c780647,
5721,"Mar 21, 2018 5:16:23 PM",18.9872015,72.8290456,Resale,"2 BHK for sale,
Gulnoor Gulistan Chs","Gulnoor Gulistan Chs, Municipal Colony,near Sacred Hear ...",Pre-verified,Loan Verified,1.8 Crores,Negotiable,610,Sq.Ft,1.4 Lacs/Month,2 bedrooms,2 Baths,Cement,1 Balcony,Gulnoor Gulistan Ch,Apartment,>10 years old,Self Owned,2.0 per sq.ft/m,Cement,610 sq.ft,Full,South,Floor 2 / 4,Bike and Car,None,Both,ff80818161b376100161b7a1c2e55855,
5722,"Mar 21, 2018 5:14:19 PM",19.217489,72.8486421,Resale,"1 BHK for sale,
Sai Dham CHS","Sai Dham Chs, Saibaba Nagar, Near Dr. S.radhakrishnan I ...",Pre-verified,Loan Verified,1.1 Crores,Non-negotiable,415,Sq.Ft,85.5 K/Month,1 bedrooms,1 Bath,Cement,0 Balconies,Sai Dham CHS,Apartment,>10 years old,Self Owned,1.9 per sq.ft/m,Cement,415 sq.ft,Full,West,Floor 3 / 4,None,None,Corporation,ff8081816243bef40162451a989056da,
5723,"Mar 21, 2018 4:38:34 PM",19.1560974,72.8861493,Resale,"2 BHK for sale,
Golden Isle","Golden Isle, Royal Palms, Goregaon East, Mumbai",Pre-verified,Loan Verified,58 Lacs,Negotiable,600,Sq.Ft,45.08 K/Month,2 bedrooms,2 Baths,Marble/Granite,0 Balconies,Golden Isle,Apartment,>10 years old,Self Owned,5.0 per sq.ft/m,Marble/Granite,600 sq.ft,Full,NA,Floor 10 / 20,Bike and Car,NA,NA,ff8081816135ff3e01613c98b9432065,
5724,"Mar 24, 2018 4:38:08 PM",19.11094644,72.85799456,Resale,"1 BHK for sale,
Sadbhavna Complex","Sadbhavna Complex, Chakala,near Kajuwadi Police Chowki",Pre-verified,Loan Verified,75 Lacs,Negotiable,390,Sq.Ft,58.3 K/Month,1 bedrooms,1 Bath,Vitrified Tiles,0 Balconies,Sadbhavna Complex,Apartment,>10 years old,Self Owned,3.2 per sq.ft/m,Vitrified Tiles,390 sq.ft,Semi,South-West,Floor 4 / 7,Bike,NA,Corporation,ff8081816253811501625785a7595e19,
5725,"Mar 24, 2018 4:33:22 PM",19.08131452,72.85651733,Resale,"1 RK for sale,
Placid chawl","Placid Chawl, Vakola Near Vakola Jamme Masjid",Pre-verified,Loan Verified,25 Lacs,Negotiable,200,Sq.Ft,19.43 K/Month,1 bedrooms,1 Bath,Vitrified Tiles,0 Balconies,Placid chawl,Independent House/Villa,>10 years old,Self Owned,0.0 per sq.ft/m,Vitrified Tiles,200 sq.ft,Unfurnished,NA,Floor 0 / 0,None,NA,Corporation,ff80818162537f2d016257707a8f0868,
5726,"Mar 24, 2018 3:34:27 PM",19.21658516,72.86559296,Resale,"2 BHK for sale,
Rivali Park Winter Green","Rivali Park Winter Green, Western Express Highway, Bori ...",Pre-verified,Loan Verified,1.99 Crores,Negotiable,"1,347",Sq.Ft,1.55 Lacs/Month,2 bedrooms,2 Baths,Wooden,2 Balconies,Rivali Park Winter,Apartment,Newly Constructed,Self Owned,0.0 per sq.ft/m,Wooden,"1,347 sq.ft",Unfurnished,West,Floor 12 / 42,Bike and Car,NA,Corporation,ff8081815b62641d015b63252df21d51,
5727,"Mar 21, 2018 2:28:59 PM",19.19807056,72.87378934,Resale,"1 RK for sale,
Vinay tower","Vinay Tower, Alica Nagar, Lokhandwala Township, Near Lo ...",Pre-verified,Loan Verified,58 Lacs,Negotiable,376,Sq.Ft,45.08 K/Month,1 bedrooms,1 Bath,Vitrified Tiles,0 Balconies,Vinay tower,Apartment,>10 years old,Self Owned,4.8 per sq.ft/m,Vitrified Tiles,376 sq.ft,Semi,NA,Floor 0 / 7,None,NA,NA,ff80818162395c4d01623cf81880199b,
5728,"Mar 21, 2018 2:22:26 PM",19.20526541,72.87212137,Resale,"2 BHK for sale,
Shapoorji Pallonji Alpin","Shapoorji Pallonji Alpine, Singh Agri Estate,near Appar ...",Pre-verified,Loan Verified,2.15 Crores,Negotiable,"1,290",Sq.Ft,1.67 Lacs/Month,2 bedrooms,2 Baths,Vitrified Tiles,1 Balcony,Shapoorji Pallonji,Apartment,Under Construction,Self Owned,0.0 per sq.ft/m,Vitrified Tiles,"1,290 sq.ft",Unfurnished,NA,Floor 16 / 63,Bike and Car,NA,Corporation,ff8081816205bb170162093f4c82093d,
5729,"Mar 24, 2018 1:15:53 PM",19.11320967,72.82620422,Resale,"1 BHK for sale,
amber apartment","Amber Apartment, Jukarwadi, Near Iskcon Temple",Pre-verified,Loan Verified,3.5 Crores,Negotiable,950,Sq.Ft,2.72 Lacs/Month,1 bedrooms,2 Baths,Marble/Granite,1 Balcony,amber apartment,Apartment,>10 years old,Self Owned,1.3 per sq.ft/m,Marble/Granite,950 sq.ft,Full,East,Floor 4 / 7,Bike and Car,NA,Both,ff8081815185752901518bc2ff5246cf,
5730,"Mar 21, 2018 1:12:44 PM",19.19260204,72.84721207,Resale,"4+ BHK for sale,
Yogeshwar","Yogeshwar, Bhadran Nagar Rd, Daruwala Compound, Near Na ...",Pre-verified,Loan Verified,3.1 Crores,Negotiable,"1,187",Sq.Ft,2.41 Lacs/Month,4+ bedrooms,4 Baths,Vitrified Tiles,0 Balconies,Yogeshwar,Apartment,>10 years old,Self Owned,2.0 per sq.ft/m,Vitrified Tiles,"1,187 sq.ft",Full,East,Floor 1 / 3,Bike and Car,NA,Corporation,ff80818162435248016243b003061adc,
5731,"Mar 21, 2018 1:09:34 PM",19.14798667,72.94630743,Resale,"1 BHK for sale,
Matoshree Park E wing Ch","Matoshree Park E Wing Chs, Udayshree Colony, Kirti Naga ...",Pre-verified,Loan Verified,88 Lacs,Negotiable,525,Sq.Ft,68.4 K/Month,1 bedrooms,1 Bath,Vitrified Tiles,2 Balconies,Matoshree Park E wi,Apartment,>10 years old,Self Owned,4.8 per sq.ft/m,Vitrified Tiles,525 sq.ft,Semi,West,Floor 2 / 9,None,NA,Both,ff808181623e39b501623f911f975580,
5732,"Mar 21, 2018 12:52:11 PM",19.1648843,72.9555819,Resale,"2 BHK for sale,
New Tower","New Tower, Mithaghar Rd Near Shiv Shankar Devasthan Mandir",Pre-verified,Loan Verified,1.5 Crores,Negotiable,"1,000",Sq.Ft,1.17 Lacs/Month,2 bedrooms,2 Baths,Cement,0 Balconies,New Tower,Apartment,Under Construction,Self Owned,5.0 per sq.ft/m,Cement,"1,000 sq.ft",Unfurnished,NA,Floor 17 / 18,None,Full,Corporation,ff808181620eb4c601621507052e3490,
5733,"Mar 21, 2018 12:10:00 PM",19.16871643,72.95021057,Resale,"2 BHK for sale,
Ravi Apartment","Ravi Apartment, Mulund West, Mumbai",Pre-verified,Loan Verified,1.7 Crores,Negotiable,706,Sq.Ft,1.32 Lacs/Month,2 bedrooms,2 Baths,Marble/Granite,3 Balconies,Ravi Apartment,Apartment,>10 years old,Self Owned,3.9 per sq.ft/m,Marble/Granite,706 sq.ft,Semi,NA,Floor 7 / 7,Bike,NA,Both,ff80818162395dd701623d836e171829,
5734,NA,19.05995417,72.8774228,Resale,"1 BHK for sale,
Jijamata cooperative HSG","Jijamata Cooperative Hsg Society Ltd, Nehru Nagar, Near ...",Pre-verified,Loan Verified,90 Lacs,Negotiable,590,Sq.Ft,69.96 K/Month,Estimated EMI,Marble/Granite,Marble/Granite,Immediately,Jijamata cooperativ,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff808181623e39b501623e71803010fc,
5735,NA,19.1229326,72.8301306,Resale,"1 BHK for sale,
Vighnaharta Apartment","Vighnaharta Apartment, Near Apna Bazar",Pre-verified,Loan Verified,1.27 Crores,Non-negotiable,380,Sq.Ft,98.72 K/Month,Estimated EMI,Cement,Cement,Immediately,Vighnaharta Apartme,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff8081815567ab6d01556d84efb939d6,
5736,NA,19.08016513,72.90905288,Resale,"2 BHK for sale,
Sundadam CHS","Sundadam Chs, Mhada Colony, Near Odeon Swiming Pool,",Pre-verified,Loan Verified,2.25 Crores,Non-negotiable,"1,054",Sq.Ft,1.75 Lacs/Month,Estimated EMI,Marble/Granite,Marble/Granite,Immediately,Sundadam CHS,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff8081816243c1ce0162448727cb2ad5,
